gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0B08800g,negative,2,751861,752244,384,46.88,1,YBR135W,CKS1,Sace,9.577768,-0.2978907,"similar to uniprot|P20486 Saccharomyces cerevisiae YBR135W CKS1 Cyclin-dependent protein kinase regulatory subunit and adaptor; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters"
SAKL0B09086g,negative,2,774839,775420,582,39.18,-1,YGR081C,SLX9,Sace,9.21326,-0.6910956,similar to uniprot|P53251 Saccharomyces cerevisiae YGR081C SLX9 Protein required for pre-rRNA processing; associated with the 90S pre-ribosome and 43S small ribosomal subunit precursor; interacts with U3 snoRNA; deletion mutant has synthetic fitness defect with an sgs1 deletion mutant
SAKL0B09174g,negative,2,778244,780079,1836,41.78,-1,YGR083C,GCD2,Sace,11.345131,-0.2248557,"similar to uniprot|P12754 Saccharomyces cerevisiae YGR083C GCD2 Delta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"
SAKL0B09240g,negative,2,783031,783555,525,43.05,-1,YGR085C,RPL11B,Sace,15.809278,-0.39587,"highly similar to uniprot|Q3E757 Saccharomyces cerevisiae YGR085C (ohnolog of YPR102C) RPL11B Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of proteins and RNA of the 60S subunit; has similarity to E. coli L5 and rat L11"
SAKL0B09636g,negative,2,815307,815627,321,51.4,-1,YDR382W,RPP2B,Sace,14.009809,-0.4733639,"highly similar to uniprot|P02400 Saccharomyces cerevisiae YDR382W RPP2B Ribosomal protein P2 beta, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
SAKL0B09658g,negative,2,816323,816751,429,44.99,1,YOL040C,RPS15,Sace,15.73989,-0.5051926,highly similar to uniprot|Q01855 Saccharomyces cerevisiae YOL040C RPS15 Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S19 and rat S15 ribosomal proteins
SAKL0B09702g,negative,2,819108,820529,1422,42.12,1,YOL041C,NOP12,Sace,11.756087,-0.7468224,similar to uniprot|Q08208 Saccharomyces cerevisiae YOL041C NOP12 Nucleolar protein involved in pre-25S rRNA processing and biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p
SAKL0B09988g,negative,2,846313,849351,3039,41.59,-1,YAL019W,FUN30,Sace,10.801241,-0.3596034,"similar to uniprot|P31380 Saccharomyces cerevisiae YAL019W FUN30 Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity; has a role in silencing; potential Cdc28p substrate; authentic, non- tagged protein is detected in purified mitochondria in high-throughput studies"
SAKL0B10164g,negative,2,871361,872257,897,41.92,1,YAL025C,MAK16,Sace,11.354055,-0.7773572,"highly similar to uniprot|P10962 Saccharomyces cerevisiae YAL025C MAK16 Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus"
SAKL0B10626g,negative,2,916732,917610,879,42.43,-1,YOR340C,RPA43,Sace,11.537667,-0.4968898,similar to uniprot|P46669 Saccharomyces cerevisiae YOR340C RPA43 RNA polymerase I subunit A43
SAKL0B10736g,negative,2,925890,930842,4953,40.44,1,YOR341W,RPA190,Sace,13.488223,-0.4571827,highly similar to uniprot|P10964 Saccharomyces cerevisiae YOR341W RPA190 RNA polymerase I largest subunit A190
SAKL0B10758g,negative,2,931459,934419,2961,41.44,-1,YAL035W,FUN12,Sace,13.435546,-0.3867509,"highly similar to uniprot|P39730 Saccharomyces cerevisiae YAL035W FUN12 GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"
SAKL0B10780g,negative,2,934648,935757,1110,41.26,1,YAL036C,RBG1,Sace,11.673864,-0.3507952,"highly similar to uniprot|P39729 Saccharomyces cerevisiae YAL036C RBG1 Member of the DRG family of GTP- binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two- hybrid"
SAKL0B11836g,negative,2,1020767,1023196,2430,41.4,-1,YMR049C,ERB1,Sace,11.945059,-0.6308304,"highly similar to uniprot|Q04660 Saccharomyces cerevisiae YMR049C ERB1 Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1"
SAKL0B12320g,negative,2,1055741,1056865,1125,45.17,-1,YHR203C,RPS4B,Sace,16.883282,-0.3509585,highly similar to uniprot|P0CX36 Saccharomyces cerevisiae YHR203C (ohnolog of YJR145C) RPS4B Protein component of the small (40S) ribosomal subunit; identical to Rps4Ap and has similarity to rat S4 ribosomal protein
SAKL0C00462g,negative,3,41257,44790,3534,51.36,-1,YCL061C,MRC1,Sace,9.14342,-0.3817816,"weakly similar to uniprot|P25588 Saccharomyces cerevisiae YCL061C MRC1 S-phase checkpoint protein required for DNA replication; interacts with and stabilizes Pol2p at stalled replication forks during stress, where it forms a pausing complex with Tof1p and is phosphorylated by Mec1p; protects uncapped telomeres"
SAKL0C00484g,negative,3,45059,46078,1020,52.06,-1,YCL059C,KRR1,Sace,11.113097,-0.7352384,highly similar to uniprot|P25586 Saccharomyces cerevisiae YCL059C KRR1 Essential nucleolar protein required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit
SAKL0C00704g,negative,3,64319,66868,2550,53.06,1,YCL054W,SPB1,Sace,11.146255,-0.6711043,"highly similar to uniprot|P25582 Saccharomyces cerevisiae YCL054W SPB1 AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants"
SAKL0C00726g,negative,3,67127,68524,1398,53.15,-1,YCL052C,PBN1,Sace,8.747804,-0.4377565,"similar to uniprot|P25580 Saccharomyces cerevisiae YCL052C PBN1 Essential component of glycosylphosphatidylinositol-mannosyltransferase I, required for the autocatalytic post-translational processing of the protease B precursor Prb1p, localizes to ER in lumenal orientation; homolog of mammalian PIG-X"
SAKL0C01254g,negative,3,112824,114299,1476,50.2,-1,YDR515W,SLF1,Sace,12.33617,-0.4414751,weakly similar to uniprot|Q12034 Saccharomyces cerevisiae YDR515W (ohnolog of YCL037C) SLF1 RNA binding protein that associates with polysomes; proposed to be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts
SAKL0C01936g,negative,3,167329,169137,1809,55.17,-1,YDR501W,PLM2,Sace,9.755904,-0.331303,weakly similar to uniprot|Q04383 Saccharomyces cerevisiae YDR501W (ohnolog of YLR183C) PLM2 Forkhead Associated domain containing protein and putative transcription factor found associated with chromatin; target of SBF transcription factor; induced in response to DNA damaging agents and deletion of telomerase; similar to TOS4
SAKL0C01958g,negative,3,169754,170600,847,47.19,1,YDR500C,RPL37B,Sace,15.160688,-0.5285615,"highly similar to uniprot|P51402 Saccharomyces cerevisiae YDR500C (ohnolog of YLR185W) RPL37B Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Ap and to rat L37 ribosomal protein"
SAKL0C02002g,negative,3,173702,174460,759,53.36,1,YLR186W,EMG1,Sace,11.794561,-0.3827721,highly similar to uniprot|Q06287 Saccharomyces cerevisiae YLR186W EMG1 Member of the alpha/beta knot fold methyltransferase superfamily; required for maturation of 18S rRNA and for 40S ribosome production; interacts with RNA and with S-adenosylmethionine; associates with spindle/microtubules; forms homodimers
SAKL0C03300g,negative,3,312770,313246,477,54.93,-1,YNL255C,GIS2,Sace,14.175436,-0.3641771,"highly similar to uniprot|P53849 Saccharomyces cerevisiae YNL255C GIS2 Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2"
SAKL0C03366g,negative,3,317483,318298,816,58.21,-1,YNL252C,MRPL17,Sace,9.944422,-0.3319434,similar to uniprot|P36528 Saccharomyces cerevisiae YNL252C MRPL17 Mitochondrial ribosomal protein of the large subunit
SAKL0C03454g,negative,3,327570,328808,1239,57.63,-1,YNL248C,RPA49,Sace,11.564395,-0.4055017,highly similar to uniprot|Q01080 Saccharomyces cerevisiae YNL248C RPA49 RNA polymerase I subunit A49
SAKL0C03806g,negative,3,359496,360500,1005,57.71,-1,YJL208C,NUC1,Sace,11.214965,-0.4564823,"highly similar to uniprot|P08466 Saccharomyces cerevisiae YJL208C NUC1 Major mitochondrial nuclease, has RNAse and DNA endo- and exonucleolytic activities; has roles in mitochondrial recombination, apoptosis and maintenance of polyploidy"
SAKL0C04290g,negative,3,418321,419469,1149,57.79,1,YCR035C,RRP43,Sace,10.466444,-0.2169143,"similar to uniprot|P25359 Saccharomyces cerevisiae YCR035C RRP43 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8)"
SAKL0C04312g,negative,3,419732,420778,1047,55.21,-1,YCR034W,FEN1,Sace,11.451669,-0.377581,"highly similar to uniprot|P25358 Saccharomyces cerevisiae YCR034W (ohnolog of YJL196C) FEN1 Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway"
SAKL0C04488g,negative,3,441630,442022,393,44.78,-1,YJL190C,RPS22A,Sace,15.515241,-0.6296502,highly similar to uniprot|P0C0W1 Saccharomyces cerevisiae YJL190C RPS22A Protein component of the small (40S) ribosomal subunit; nearly identical to Rps22Bp and has similarity to E. coli S8 and rat S15a ribosomal proteins
SAKL0C04730g,negative,3,457119,458399,1281,55.97,1,YJL183W,MNN11,Sace,11.143069,-0.2604507,"similar to uniprot|P46985 Saccharomyces cerevisiae YJL183W MNN11 Subunit of a Golgi mannosyltransferase complex that also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p"
SAKL0C04840g,negative,3,465051,465927,877,45.77,1,YKL180W,RPL17A,Sace,16.28554,-0.4417097,"highly similar to uniprot|P05740 Saccharomyces cerevisiae YKL180W (ohnolog of YJL177W) RPL17A Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl17Bp and has similarity to E. coli L22 and rat L17 ribosomal proteins; copurifies with the Dam1 complex (aka DASH complex)"
SAKL0C05170g,negative,3,494061,495314,1254,52.63,1,YKL172W,EBP2,Sace,11.643768,-0.816042,"similar to uniprot|P36049 Saccharomyces cerevisiae YKL172W EBP2 Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre- ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"
SAKL0C06006g,negative,3,564933,565574,642,51.56,1,YJL148W,RPA34,Sace,9.680767,-0.6018907,similar to uniprot|P47006 Saccharomyces cerevisiae YJL148W RPA34 RNA polymerase I subunit A34.5
SAKL0C06380g,negative,3,588125,588900,776,49.62,-1,YJL136C,RPS21B,Sace,14.850085,-0.4748772,highly similar to uniprot|Q3E754 Saccharomyces cerevisiae YJL136C (ohnolog of YKR057W) RPS21B Protein component of the small (40S) ribosomal subunit; nearly identical to Rps21Ap and has similarity to rat S21 ribosomal protein
SAKL0C06402g,negative,3,589494,591302,1809,56.99,-1,YKR056W,TRM2,Sace,10.254351,-0.353904,"similar to uniprot|P33753 Saccharomyces cerevisiae YKR056W TRM2 tRNA methyltransferase, 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo- exonuclease with a role in DNA repair"
SAKL0C06908g,negative,3,645292,645780,489,53.78,1,YJL122W,ALB1,Sace,9.838867,-0.3468834,similar to uniprot|P47019 Saccharomyces cerevisiae YJL122W ALB1 Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p
SAKL0C07942g,negative,3,738405,739842,1438,53.77,1,YDL014W,NOP1,Sace,13.968285,-0.6171119,"highly similar to uniprot|P15646 Saccharomyces cerevisiae YDL014W NOP1 Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin"
SAKL0C08756g,negative,3,802993,804234,1242,57.25,-1,YDL033C,SLM3,Sace,10.343672,-0.3243585,"similar to uniprot|Q12093 Saccharomyces cerevisiae YDL033C SLM3 tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)"
SAKL0C08778g,negative,3,804614,807625,3012,55.54,1,YDL031W,DBP10,Sace,9.597287,-0.5167506,"highly similar to uniprot|Q12389 Saccharomyces cerevisiae YDL031W DBP10 Putative ATP-dependent RNA helicase of the DEAD-box protein family, constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis"
SAKL0C09328g,negative,3,847125,849140,2016,52.48,-1,YDR496C,PUF6,Sace,11.398109,-0.6592057,"highly similar to uniprot|Q04373 Saccharomyces cerevisiae YDR496C PUF6 Pumilio-homology domain protein that binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; also co-sediments with the 60S ribosomal subunit and is required for its biogenesis"
SAKL0C09680g,negative,3,876978,878396,1419,53.63,-1,YOL097C,WRS1,Sace,11.101767,-0.2288253,"highly similar to uniprot|Q12109 Saccharomyces cerevisiae YOL097C WRS1 Cytoplasmic tryptophanyl-tRNA synthetase, aminoacylates tryptophanyl-tRNA"
SAKL0C09856g,negative,3,890256,891173,918,52.29,1,YBR147W,RTC2,Sace,11.274405,-0.5052762,"similar to uniprot|P38279 Saccharomyces cerevisiae YBR147W (ohnolog of YOL092W) RTC2 Protein of unknown function; mutant produces large lipid droplets, is resistant to fluconazole, has decreased levels of rDNA transcription, growth defects on minimal media, and suppresses cdc13-1; detected in highly purified mitochondria; similar to a G-protein coupled receptor from S. pombe"
SAKL0C10076g,negative,3,908525,909172,648,47.07,-1,YBR154C,RPB5,Sace,11.883199,-0.4831296,"highly similar to uniprot|P20434 Saccharomyces cerevisiae YBR154C RPB5 RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III; contacts DNA and affects transactivation"
SAKL0C10274g,negative,3,926156,927460,1305,49.35,1,YBR143C,SUP45,Sace,10.717526,-0.4692513,highly similar to uniprot|P12385 Saccharomyces cerevisiae YBR143C SUP45 Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p- Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin
SAKL0C10296g,negative,3,927936,930374,2439,51.62,-1,YBR142W,MAK5,Sace,9.680881,-0.610372,"similar to uniprot|P38112 Saccharomyces cerevisiae YBR142W MAK5 Essential nucleolar protein, putative DEAD- box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits"
SAKL0C10318g,negative,3,930570,931604,1035,48.21,1,YBR141C,YBR141C,Sace,8.904792,-0.3233977,similar to uniprot|P38278 Saccharomyces cerevisiae YBR141C  Putative S-adenosylmethionine-dependent methyltransferase; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YBR141C is not an essential gene
SAKL0C10362g,negative,3,941674,942660,987,52.08,-1,YOL080C,REX4,Sace,9.934492,-0.6285068,similar to uniprot|Q08237 Saccharomyces cerevisiae YOL080C REX4 Putative RNA exonuclease possibly involved in pre-rRNA processing and ribosome assembly
SAKL0C10428g,negative,3,949259,950140,882,48.87,-1,YOL077C,BRX1,Sace,11.698997,-0.6516888,"highly similar to uniprot|Q08235 Saccharomyces cerevisiae YOL077C BRX1 Nucleolar protein, constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif"
